EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_CENSUS_METROPOLITAN_AREA	FR_RÉGION_MÉTROPOLITAINE_DE_RECENSEMENT	TOTAL
2025	Q2	Jun	2025	T2	juin	British Columbia	Colombie-Britannique	Courtenay	Courtenay	5
2023	Q4	Dec	2023	T4	déc.	British Columbia	Colombie-Britannique	Other - British Columbia	Autres - Colombie-Britannique	45
2020	Q2	Jun	2020	T2	juin	Ontario	Ontario	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	170
2016	Q2	Jun	2016	T2	juin	Ontario	Ontario	St. Catharines - Niagara	St. Catharines - Niagara	70
2019	Q4	Nov	2019	T4	nov.	Saskatchewan	Saskatchewan	Other - Saskatchewan	Autres - Saskatchewan	5
2022	Q2	Apr	2022	T2	avr.	British Columbia	Colombie-Britannique	Abbotsford - Mission	Abbotsford - Mission	20
2016	Q2	Jun	2016	T2	juin	Quebec	Québec	Saguenay	Saguenay	5
2015	Q1	Feb	2015	T1	fév.	Quebec	Québec	Trois-Rivières	Trois-Rivières	--
2017	Q4	Dec	2017	T4	déc.	New Brunswick	Nouveau-Brunswick	Saint John	Saint John	25
2023	Q1	Feb	2023	T1	fév.	Ontario	Ontario	Chatham-Kent	Chatham-Kent	5
2019	Q1	Jan	2019	T1	janv.	Ontario	Ontario	Peterborough	Peterborough	10
2020	Q4	Dec	2020	T4	déc.	Alberta	Alberta	Sylvan Lake	Sylvan Lake	--
2025	Q4	Dec	2025	T4	déc.	Ontario	Ontario	Pembroke	Pembroke	10
2023	Q2	Apr	2023	T2	avr.	New Brunswick	Nouveau-Brunswick	Edmundston	Edmundston	5
2018	Q4	Dec	2018	T4	déc.	Saskatchewan	Saskatchewan	Prince Albert	Prince Albert	--
2024	Q1	Jan	2024	T1	janv.	Alberta	Alberta	Wood Buffalo	Wood Buffalo	15
2021	Q4	Dec	2021	T4	déc.	Ontario	Ontario	Windsor	Windsor	60
2015	Q2	Apr	2015	T2	avr.	Ontario	Ontario	London	Londres	30
2019	Q3	Aug	2019	T3	août	Nova Scotia	Nouvelle-Écosse	Cape Breton	Cape Breton	30
2021	Q4	Nov	2021	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	10
2020	Q4	Dec	2020	T4	déc.	Quebec	Québec	Québec	Québec	20
2025	Q4	Dec	2025	T4	déc.	Ontario	Ontario	Woodstock	Woodstock	25
2025	Q4	Dec	2025	T4	déc.	Manitoba	Manitoba	Winnipeg	Winnipeg	570
2024	Q1	Feb	2024	T1	fév.	Quebec	Québec	Québec	Québec	20
2023	Q3	Aug	2023	T3	août	Saskatchewan	Saskatchewan	Prince Albert	Prince Albert	35
2021	Q4	Nov	2021	T4	nov.	Quebec	Québec	Ottawa - Gatineau (Quebec part)	Ottawa - Gatineau (partie du Québec)	45
2025	Q1	Jan	2025	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	St. John's	St. John's	50
2017	Q4	Oct	2017	T4	oct.	New Brunswick	Nouveau-Brunswick	Other - New Brunswick	Autres - Nouveau-Brunswick	5
2022	Q2	Jun	2022	T2	juin	Ontario	Ontario	London	Londres	290
2023	Q2	May	2023	T2	mai	Quebec	Québec	Drummondville	Drummondville	10
2021	Q3	Sep	2021	T3	sept.	New Brunswick	Nouveau-Brunswick	Miramichi	Miramichi	20
2020	Q3	Jul	2020	T3	juil.	British Columbia	Colombie-Britannique	Vancouver	Vancouver	400
2023	Q1	Feb	2023	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	15
2016	Q2	May	2016	T2	mai	Nova Scotia	Nouvelle-Écosse	Cape Breton	Cape Breton	5
2024	Q3	Sep	2024	T3	sept.	Quebec	Québec	Québec	Québec	20
2019	Q3	Aug	2019	T3	août	Alberta	Alberta	Grande Prairie	Grande Prairie	--
2023	Q1	Jan	2023	T1	janv.	New Brunswick	Nouveau-Brunswick	Miramichi	Miramichi	--
2022	Q3	Sep	2022	T3	sept.	Ontario	Ontario	Hamilton	Hamilton	185
2022	Q1	Mar	2022	T1	mars	Quebec	Québec	Sherbrooke	Sherbrooke	15
2022	Q1	Jan	2022	T1	janv.	Ontario	Ontario	Thunder Bay	Thunder Bay	45
2020	Q2	Apr	2020	T2	avr.	British Columbia	Colombie-Britannique	Kamloops	Kamloops	70
2020	Q4	Oct	2020	T4	oct.	Ontario	Ontario	North Bay	North Bay	25
2023	Q4	Nov	2023	T4	nov.	Saskatchewan	Saskatchewan	Swift Current	Swift Current	5
2016	Q3	Jul	2016	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	10
2021	Q4	Dec	2021	T4	déc.	British Columbia	Colombie-Britannique	Kelowna	Kelowna	25
2017	Q1	Jan	2017	T1	janv.	British Columbia	Colombie-Britannique	Prince George	Prince George	10
2023	Q3	Sep	2023	T3	sept.	Ontario	Ontario	Hamilton	Hamilton	240
2019	Q4	Oct	2019	T4	oct.	Ontario	Ontario	Peterborough	Peterborough	30
2023	Q2	Jun	2023	T2	juin	Quebec	Québec	Sherbrooke	Sherbrooke	20
2016	Q3	Jul	2016	T3	juil.	Quebec	Québec	Thetford Mines	Thetford Mines	--
2015	Q4	Dec	2015	T4	déc.	Alberta	Alberta	Lethbridge	Lethbridge	5
2017	Q3	Aug	2017	T3	août	New Brunswick	Nouveau-Brunswick	Campbellton (New Brunswick part)	Campbellton (partie du Nouveau-Brunswick)	--
2020	Q1	Mar	2020	T1	mars	Province/Territory not stated	Province/territoire non déclaré(e)	Census metropolitan area not stated	Région métropolitaine de recensement non déclarée	--
2016	Q4	Nov	2016	T4	nov.	Quebec	Québec	Sept-Îles	Sept-Îles	--
2015	Q2	May	2015	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	--
2025	Q2	Jun	2025	T2	juin	Manitoba	Manitoba	Thompson	Thompson	--
2023	Q1	Jan	2023	T1	janv.	Yukon	Yukon	Whitehorse	Whitehorse	10
2018	Q3	Aug	2018	T3	août	Yukon	Yukon	Whitehorse	Whitehorse	5
2023	Q2	Apr	2023	T2	avr.	Ontario	Ontario	Stratford	Stratford	10
2018	Q4	Dec	2018	T4	déc.	Prince Edward Island	Île-du-Prince-Édouard	Summerside	Summerside	5
2021	Q3	Jul	2021	T3	juil.	Ontario	Ontario	Norfolk	Norfolk	--
2021	Q3	Jul	2021	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Summerside	Summerside	--
2024	Q1	Feb	2024	T1	fév.	Quebec	Québec	Shawinigan	Shawinigan	--
2016	Q3	Aug	2016	T3	août	Saskatchewan	Saskatchewan	Prince Albert	Prince Albert	5
2018	Q4	Oct	2018	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	St. John's	St. John's	10
2018	Q1	Mar	2018	T1	mars	Ontario	Ontario	Timmins	Timmins	--
2021	Q3	Aug	2021	T3	août	British Columbia	Colombie-Britannique	Prince Rupert	Prince Rupert	--
2023	Q3	Aug	2023	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Gander	Gander	--
2022	Q3	Aug	2022	T3	août	British Columbia	Colombie-Britannique	Campbell River	Campbell River	--
2017	Q3	Jul	2017	T3	juil.	New Brunswick	Nouveau-Brunswick	Saint John	Saint John	5
2018	Q2	Jun	2018	T2	juin	Quebec	Québec	Saint-Georges	Saint-Georges	--
2023	Q3	Jul	2023	T3	juil.	New Brunswick	Nouveau-Brunswick	Miramichi	Miramichi	5
2019	Q2	May	2019	T2	mai	Prince Edward Island	Île-du-Prince-Édouard	Other - Prince Edward Island	Autres - Île-du-Prince-Édouard	--
2018	Q4	Nov	2018	T4	nov.	Alberta	Alberta	Wood Buffalo	Wood Buffalo	--
2023	Q1	Feb	2023	T1	fév.	British Columbia	Colombie-Britannique	Trail	Trail	--
2022	Q2	May	2022	T2	mai	Saskatchewan	Saskatchewan	Estevan	Estevan	--
2017	Q2	May	2017	T2	mai	Ontario	Ontario	Wasaga Beach	Wasaga Beach	--
2018	Q1	Feb	2018	T1	fév.	Quebec	Québec	Granby	Granby	--
2024	Q4	Oct	2024	T4	oct.	Manitoba	Manitoba	Thompson	Thompson	--
2015	Q4	Dec	2015	T4	déc.	Saskatchewan	Saskatchewan	Prince Albert	Prince Albert	--
2016	Q4	Nov	2016	T4	nov.	Manitoba	Manitoba	Winkler	Winkler	--
2025	Q1	Jan	2025	T1	janv.	Ontario	Ontario	Petawawa	Petawawa	--
2025	Q1	Feb	2025	T1	fév.	Yukon	Yukon	Other - Yukon	Autres - Yukon	--
2019	Q2	May	2019	T2	mai	Quebec	Québec	Salaberry-de-Valleyfield	Salaberry-de-Valleyfield	--
2023	Q1	Jan	2023	T1	janv.	Ontario	Ontario	Oshawa	Oshawa	95
2023	Q4	Nov	2023	T4	nov.	Prince Edward Island	Île-du-Prince-Édouard	Other - Prince Edward Island	Autres - Île-du-Prince-Édouard	5
2025	Q3	Sep	2025	T3	sept.	Ontario	Ontario	Windsor	Windsor	165
2019	Q1	Feb	2019	T1	fév.	Ontario	Ontario	Belleville - Quinte West	Belleville - Quinte West	--
2023	Q4	Nov	2023	T4	nov.	Ontario	Ontario	Ingersoll	Ingersoll	--
2018	Q2	May	2018	T2	mai	Ontario	Ontario	St. Catharines - Niagara	St. Catharines - Niagara	80
2025	Q2	Apr	2025	T2	avr.	Nova Scotia	Nouvelle-Écosse	Cape Breton	Cape Breton	20
2024	Q4	Nov	2024	T4	nov.	Ontario	Ontario	Cornwall	Cornwall	35
2023	Q2	Jun	2023	T2	juin	Ontario	Ontario	St. Catharines - Niagara	St. Catharines - Niagara	280
2016	Q1	Jan	2016	T1	janv.	Manitoba	Manitoba	Winnipeg	Winnipeg	150
2021	Q3	Sep	2021	T3	sept.	Prince Edward Island	Île-du-Prince-Édouard	Charlottetown	Charlottetown	70
2020	Q3	Aug	2020	T3	août	Ontario	Ontario	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	75
2022	Q3	Sep	2022	T3	sept.	Quebec	Québec	Victoriaville	Victoriaville	5
2021	Q2	May	2021	T2	mai	Ontario	Ontario	Stratford	Stratford	--
2021	Q4	Nov	2021	T4	nov.	Ontario	Ontario	Other - Ontario	Autres - Ontario	80
2016	Q4	Dec	2016	T4	déc.	Alberta	Alberta	Calgary	Calgary	55
2018	Q4	Nov	2018	T4	nov.	Ontario	Ontario	Sarnia	Sarnia	15
2016	Q2	May	2016	T2	mai	New Brunswick	Nouveau-Brunswick	Moncton	Moncton	15
2020	Q2	May	2020	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	20
2023	Q1	Jan	2023	T1	janv.	New Brunswick	Nouveau-Brunswick	Campbellton (New Brunswick part)	Campbellton (partie du Nouveau-Brunswick)	--
2015	Q1	Feb	2015	T1	fév.	British Columbia	Colombie-Britannique	Vancouver	Vancouver	260
2023	Q2	May	2023	T2	mai	Nova Scotia	Nouvelle-Écosse	Halifax	Halifax	740
2017	Q3	Sep	2017	T3	sept.	Ontario	Ontario	Windsor	Windsor	85
2024	Q3	Sep	2024	T3	sept.	Ontario	Ontario	Brockville	Brockville	--
2017	Q1	Jan	2017	T1	janv.	Alberta	Alberta	Lethbridge	Lethbridge	--
2026	Q1	Jan	2026	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	Charlottetown	Charlottetown	175
2021	Q4	Dec	2021	T4	déc.	Ontario	Ontario	Hamilton	Hamilton	50
2021	Q3	Sep	2021	T3	sept.	Alberta	Alberta	High River	High River	--
2022	Q1	Jan	2022	T1	janv.	British Columbia	Colombie-Britannique	Kelowna	Kelowna	55
2024	Q1	Feb	2024	T1	fév.	Saskatchewan	Saskatchewan	Swift Current	Swift Current	--
2023	Q4	Dec	2023	T4	déc.	Saskatchewan	Saskatchewan	Saskatoon	Saskatoon	50
2024	Q1	Feb	2024	T1	fév.	British Columbia	Colombie-Britannique	Other - British Columbia	Autres - Colombie-Britannique	90
2019	Q1	Mar	2019	T1	mars	Quebec	Québec	Rimouski	Rimouski	5
2024	Q3	Sep	2024	T3	sept.	Northwest Territories	Territoires du Nord-Ouest	Territories (outside Census agglomeration, Northwest Territories)	Territoires (à l'extérieur des agglomérations de recensement, Territoires du Nord-Ouest)	--
2021	Q3	Sep	2021	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	30
2023	Q2	May	2023	T2	mai	New Brunswick	Nouveau-Brunswick	Fredericton	Fredericton	65
2016	Q4	Nov	2016	T4	nov.	Ontario	Ontario	Other - Ontario	Autres - Ontario	65
2017	Q3	Jul	2017	T3	juil.	Ontario	Ontario	Other - Ontario	Autres - Ontario	90
2024	Q2	Apr	2024	T2	avr.	Saskatchewan	Saskatchewan	Regina	Regina	80
2024	Q2	Jun	2024	T2	juin	Ontario	Ontario	Guelph	Guelph	130
2022	Q2	May	2022	T2	mai	Ontario	Ontario	Guelph	Guelph	15
2016	Q1	Feb	2016	T1	fév.	Ontario	Ontario	Thunder Bay	Thunder Bay	--
2024	Q3	Jul	2024	T3	juil.	British Columbia	Colombie-Britannique	Penticton	Penticton	--
2018	Q3	Sep	2018	T3	sept.	Saskatchewan	Saskatchewan	Regina	Regina	45
2024	Q2	Jun	2024	T2	juin	Ontario	Ontario	Orillia	Orillia	15
2016	Q1	Jan	2016	T1	janv.	Ontario	Ontario	Cornwall	Cornwall	--
2019	Q1	Feb	2019	T1	fév.	Quebec	Québec	Joliette	Joliette	--
2018	Q2	May	2018	T2	mai	Saskatchewan	Saskatchewan	Regina	Regina	20
2019	Q3	Sep	2019	T3	sept.	Quebec	Québec	Other - Quebec	Autres - Québec	95
2017	Q2	May	2017	T2	mai	New Brunswick	Nouveau-Brunswick	Saint John	Saint John	10
2023	Q3	Jul	2023	T3	juil.	Ontario	Ontario	Oshawa	Oshawa	165
2015	Q4	Oct	2015	T4	oct.	Ontario	Ontario	Thunder Bay	Thunder Bay	10
2024	Q2	Apr	2024	T2	avr.	Ontario	Ontario	Ottawa - Gatineau (Ontario part)	Ottawa - Gatineau (partie de l'Ontario)	280
2022	Q4	Dec	2022	T4	déc.	Quebec	Québec	Other - Quebec	Autres - Québec	215
2016	Q1	Mar	2016	T1	mars	British Columbia	Colombie-Britannique	Kamloops	Kamloops	20
2022	Q1	Mar	2022	T1	mars	Ontario	Ontario	Toronto	Toronto	2225
2023	Q2	Jun	2023	T2	juin	Saskatchewan	Saskatchewan	Saskatoon	Saskatoon	120
2022	Q2	May	2022	T2	mai	Ontario	Ontario	Barrie	Barrie	35
2020	Q4	Oct	2020	T4	oct.	Saskatchewan	Saskatchewan	Saskatoon	Saskatoon	75
2015	Q1	Jan	2015	T1	janv.	British Columbia	Colombie-Britannique	Other - British Columbia	Autres - Colombie-Britannique	35
2018	Q4	Dec	2018	T4	déc.	New Brunswick	Nouveau-Brunswick	Saint John	Saint John	10
2024	Q2	Apr	2024	T2	avr.	Ontario	Ontario	Other - Ontario	Autres - Ontario	150
2017	Q3	Aug	2017	T3	août	British Columbia	Colombie-Britannique	Nanaimo	Nanaimo	25
2016	Q1	Feb	2016	T1	fév.	New Brunswick	Nouveau-Brunswick	Fredericton	Fredericton	10
2020	Q1	Feb	2020	T1	fév.	Ontario	Ontario	Hamilton	Hamilton	55
2022	Q1	Mar	2022	T1	mars	British Columbia	Colombie-Britannique	Terrace	Terrace	--
2016	Q2	Jun	2016	T2	juin	British Columbia	Colombie-Britannique	Nanaimo	Nanaimo	10
2019	Q3	Sep	2019	T3	sept.	Ontario	Ontario	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	245
2024	Q4	Dec	2024	T4	déc.	Ontario	Ontario	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	895
2023	Q1	Feb	2023	T1	fév.	Alberta	Alberta	Edmonton	Edmonton	295
2020	Q2	Apr	2020	T2	avr.	Ontario	Ontario	Toronto	Toronto	3295
2017	Q2	Jun	2017	T2	juin	Quebec	Québec	Other - Quebec	Autres - Québec	90
2025	Q2	May	2025	T2	mai	Alberta	Alberta	Red Deer	Red Deer	25
2021	Q4	Dec	2021	T4	déc.	Quebec	Québec	Trois-Rivières	Trois-Rivières	10
2018	Q2	Apr	2018	T2	avr.	Ontario	Ontario	Sarnia	Sarnia	--
2025	Q2	May	2025	T2	mai	Quebec	Québec	Sept-Îles	Sept-Îles	--
2020	Q4	Oct	2020	T4	oct.	British Columbia	Colombie-Britannique	Quesnel	Quesnel	--
2021	Q4	Oct	2021	T4	oct.	Quebec	Québec	Matane	Matane	--
2021	Q1	Jan	2021	T1	janv.	Yukon	Yukon	Whitehorse	Whitehorse	10
2020	Q4	Oct	2020	T4	oct.	British Columbia	Colombie-Britannique	Williams Lake	Williams Lake	5
2020	Q4	Oct	2020	T4	oct.	Ontario	Ontario	Kenora	Kenora	--
2023	Q1	Mar	2023	T1	mars	New Brunswick	Nouveau-Brunswick	Other - New Brunswick	Autres - Nouveau-Brunswick	10
2015	Q4	Oct	2015	T4	oct.	Quebec	Québec	Matane	Matane	5
2017	Q1	Feb	2017	T1	fév.	British Columbia	Colombie-Britannique	Prince Rupert	Prince Rupert	--
2023	Q4	Nov	2023	T4	nov.	British Columbia	Colombie-Britannique	Williams Lake	Williams Lake	--
2024	Q3	Sep	2024	T3	sept.	Nova Scotia	Nouvelle-Écosse	Truro	Truro	--
2022	Q4	Dec	2022	T4	déc.	Ontario	Ontario	Kawartha Lakes	Kawartha Lakes	--
2022	Q1	Mar	2022	T1	mars	New Brunswick	Nouveau-Brunswick	Bathurst	Bathurst	--
2020	Q2	Jun	2020	T2	juin	Quebec	Québec	Rimouski	Rimouski	--
2019	Q2	May	2019	T2	mai	British Columbia	Colombie-Britannique	Parksville	Parksville	--
2022	Q2	May	2022	T2	mai	Saskatchewan	Saskatchewan	Moose Jaw	Moose Jaw	--
2018	Q1	Jan	2018	T1	janv.	British Columbia	Colombie-Britannique	Nelson	Nelson	--
2020	Q4	Dec	2020	T4	déc.	Ontario	Ontario	Belleville - Quinte West	Belleville - Quinte West	15
2021	Q3	Jul	2021	T3	juil.	British Columbia	Colombie-Britannique	Fort St. John	Fort St. John	--
2025	Q3	Aug	2025	T3	août	Ontario	Ontario	Wasaga Beach	Wasaga Beach	--
2023	Q3	Sep	2023	T3	sept.	Quebec	Québec	Baie-Comeau	Baie-Comeau	--
2022	Q3	Jul	2022	T3	juil.	Ontario	Ontario	Sault Ste. Marie	Sault Ste. Marie	5
2019	Q3	Aug	2019	T3	août	Northwest Territories	Territoires du Nord-Ouest	Yellowknife	Yellowknife	10
2022	Q1	Mar	2022	T1	mars	Saskatchewan	Saskatchewan	Swift Current	Swift Current	--
2015	Q4	Nov	2015	T4	nov.	British Columbia	Colombie-Britannique	Port Alberni	Port Alberni	--
2023	Q1	Jan	2023	T1	janv.	Alberta	Alberta	Strathmore	Strathmore	--
2023	Q3	Sep	2023	T3	sept.	British Columbia	Colombie-Britannique	Vernon	Vernon	--
2018	Q4	Dec	2018	T4	déc.	Quebec	Québec	Rivière-du-Loup	Rivière-du-Loup	--
2018	Q1	Mar	2018	T1	mars	British Columbia	Colombie-Britannique	Chilliwack	Chilliwack	5
2025	Q2	May	2025	T2	mai	Alberta	Alberta	Sylvan Lake	Sylvan Lake	--
2018	Q1	Mar	2018	T1	mars	Nova Scotia	Nouvelle-Écosse	Truro	Truro	--
2017	Q3	Sep	2017	T3	sept.	Ontario	Ontario	Cornwall	Cornwall	--
2023	Q1	Jan	2023	T1	janv.	Alberta	Alberta	Brooks	Brooks	--
2018	Q1	Feb	2018	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Summerside	Summerside	--
2023	Q3	Jul	2023	T3	juil.	Quebec	Québec	Sept-Îles	Sept-Îles	--
2020	Q2	Apr	2020	T2	avr.	New Brunswick	Nouveau-Brunswick	Bathurst	Bathurst	--
2017	Q2	Jun	2017	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	--
2021	Q3	Jul	2021	T3	juil.	Ontario	Ontario	Tillsonburg	Tillsonburg	--
2023	Q2	Apr	2023	T2	avr.	Quebec	Québec	Lachute	Lachute	--
2024	Q2	May	2024	T2	mai	Ontario	Ontario	Tillsonburg	Tillsonburg	--
2018	Q4	Dec	2018	T4	déc.	British Columbia	Colombie-Britannique	Salmon Arm	Salmon Arm	--
2024	Q1	Mar	2024	T1	mars	New Brunswick	Nouveau-Brunswick	Bathurst	Bathurst	--
2019	Q4	Oct	2019	T4	oct.	Nova Scotia	Nouvelle-Écosse	Truro	Truro	--
2017	Q3	Aug	2017	T3	août	Quebec	Québec	Val-d'Or	Val-d'Or	--
2019	Q4	Oct	2019	T4	oct.	Ontario	Ontario	Brockville	Brockville	--
2023	Q1	Feb	2023	T1	fév.	Manitoba	Manitoba	Winkler	Winkler	--
2025	Q3	Sep	2025	T3	sept.	Quebec	Québec	Baie-Comeau	Baie-Comeau	--
2022	Q3	Aug	2022	T3	août	British Columbia	Colombie-Britannique	Williams Lake	Williams Lake	--
2022	Q2	Apr	2022	T2	avr.	Alberta	Alberta	Canmore	Canmore	--
2021	Q3	Sep	2021	T3	sept.	Ontario	Ontario	Tillsonburg	Tillsonburg	--
2019	Q2	Jun	2019	T2	juin	Saskatchewan	Saskatchewan	Yorkton	Yorkton	--
2024	Q1	Jan	2024	T1	janv.	Ontario	Ontario	Cornwall	Cornwall	10
2025	Q1	Feb	2025	T1	fév.	Ontario	Ontario	Hamilton	Hamilton	180
2017	Q1	Feb	2017	T1	fév.	Ontario	Ontario	St. Catharines - Niagara	St. Catharines - Niagara	20
2015	Q2	May	2015	T2	mai	British Columbia	Colombie-Britannique	Penticton	Penticton	--
2015	Q3	Sep	2015	T3	sept.	Quebec	Québec	Montréal	Montréal	450
2020	Q4	Nov	2020	T4	nov.	Ontario	Ontario	Brantford	Brantford	30
2020	Q1	Feb	2020	T1	fév.	British Columbia	Colombie-Britannique	Kelowna	Kelowna	10
2016	Q4	Oct	2016	T4	oct.	New Brunswick	Nouveau-Brunswick	Fredericton	Fredericton	5
2020	Q2	May	2020	T2	mai	Quebec	Québec	Montréal	Montréal	755
2015	Q3	Jul	2015	T3	juil.	British Columbia	Colombie-Britannique	Vancouver	Vancouver	200
2021	Q2	Apr	2021	T2	avr.	Ontario	Ontario	Kitchener - Cambridge - Waterloo	Kitchener - Cambridge - Waterloo	130
2023	Q1	Feb	2023	T1	fév.	Quebec	Québec	Montréal	Montréal	1185
2024	Q2	Apr	2024	T2	avr.	Ontario	Ontario	St. Catharines - Niagara	St. Catharines - Niagara	55
2022	Q1	Jan	2022	T1	janv.	Alberta	Alberta	Calgary	Calgary	280
2023	Q1	Mar	2023	T1	mars	Ontario	Ontario	Oshawa	Oshawa	120
2024	Q2	Jun	2024	T2	juin	British Columbia	Colombie-Britannique	Other - British Columbia	Autres - Colombie-Britannique	115
2015	Q3	Aug	2015	T3	août	Saskatchewan	Saskatchewan	Saskatoon	Saskatoon	15
2019	Q2	Jun	2019	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Summerside	Summerside	10
2016	Q2	Jun	2016	T2	juin	Manitoba	Manitoba	Winnipeg	Winnipeg	210
2016	Q1	Mar	2016	T1	mars	British Columbia	Colombie-Britannique	Nelson	Nelson	--
2015	Q4	Nov	2015	T4	nov.	Ontario	Ontario	London	Londres	120
2024	Q1	Mar	2024	T1	mars	British Columbia	Colombie-Britannique	Kamloops	Kamloops	70
2021	Q3	Jul	2021	T3	juil.	Ontario	Ontario	Chatham-Kent	Chatham-Kent	20
2024	Q2	Apr	2024	T2	avr.	Ontario	Ontario	North Bay	North Bay	20
2022	Q4	Oct	2022	T4	oct.	Ontario	Ontario	Thunder Bay	Thunder Bay	60
2024	Q4	Oct	2024	T4	oct.	Manitoba	Manitoba	Winkler	Winkler	--
2019	Q2	Jun	2019	T2	juin	New Brunswick	Nouveau-Brunswick	Other - New Brunswick	Autres - Nouveau-Brunswick	10
2025	Q3	Sep	2025	T3	sept.	Quebec	Québec	Trois-Rivières	Trois-Rivières	20
2020	Q4	Dec	2020	T4	déc.	Quebec	Québec	Trois-Rivières	Trois-Rivières	20
2020	Q4	Nov	2020	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Other - Newfoundland and Labrador	Autres - Terre-Neuve-et-Labrador	25
2024	Q3	Aug	2024	T3	août	New Brunswick	Nouveau-Brunswick	Saint John	Saint John	50
2024	Q3	Sep	2024	T3	sept.	Ontario	Ontario	Peterborough	Peterborough	100
2018	Q3	Jul	2018	T3	juil.	British Columbia	Colombie-Britannique	Other - British Columbia	Autres - Colombie-Britannique	110
2023	Q3	Aug	2023	T3	août	Ontario	Ontario	Brantford	Brantford	40
2018	Q4	Dec	2018	T4	déc.	Ontario	Ontario	Chatham-Kent	Chatham-Kent	--
2018	Q2	Apr	2018	T2	avr.	Ontario	Ontario	Windsor	Windsor	30
2015	Q2	Apr	2015	T2	avr.	Quebec	Québec	Québec	Québec	10
2024	Q2	Jun	2024	T2	juin	Saskatchewan	Saskatchewan	Swift Current	Swift Current	5
2021	Q1	Mar	2021	T1	mars	British Columbia	Colombie-Britannique	Vancouver	Vancouver	1680
2024	Q3	Aug	2024	T3	août	New Brunswick	Nouveau-Brunswick	Fredericton	Fredericton	45
2024	Q1	Jan	2024	T1	janv.	Manitoba	Manitoba	Winnipeg	Winnipeg	630
2017	Q3	Sep	2017	T3	sept.	Manitoba	Manitoba	Other - Manitoba	Autres - Manitoba	15
2019	Q2	May	2019	T2	mai	Saskatchewan	Saskatchewan	Saskatoon	Saskatoon	60
2025	Q1	Mar	2025	T1	mars	Ontario	Ontario	Oshawa	Oshawa	95
2022	Q3	Sep	2022	T3	sept.	Ontario	Ontario	Thunder Bay	Thunder Bay	75
2020	Q1	Feb	2020	T1	fév.	Alberta	Alberta	Calgary	Calgary	85
2016	Q2	Jun	2016	T2	juin	Quebec	Québec	Other - Quebec	Autres - Québec	95
2020	Q3	Aug	2020	T3	août	Saskatchewan	Saskatchewan	Yorkton	Yorkton	--
2023	Q3	Aug	2023	T3	août	Ontario	Ontario	Port Hope	Port Hope	--
2019	Q2	Jun	2019	T2	juin	Quebec	Québec	Québec	Québec	10
2025	Q3	Jul	2025	T3	juil.	Quebec	Québec	Victoriaville	Victoriaville	--
2024	Q4	Oct	2024	T4	oct.	British Columbia	Colombie-Britannique	Prince George	Prince George	25
2018	Q1	Feb	2018	T1	fév.	British Columbia	Colombie-Britannique	Chilliwack	Chilliwack	--
2019	Q3	Sep	2019	T3	sept.	Saskatchewan	Saskatchewan	Saskatoon	Saskatoon	60
2022	Q4	Nov	2022	T4	nov.	Manitoba	Manitoba	Other - Manitoba	Autres - Manitoba	15
2025	Q2	May	2025	T2	mai	Alberta	Alberta	Other - Alberta	Autres - Alberta	35
2023	Q3	Aug	2023	T3	août	Ontario	Ontario	Peterborough	Peterborough	50
2024	Q1	Feb	2024	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Summerside	Summerside	5
2023	Q3	Sep	2023	T3	sept.	Quebec	Québec	Thetford Mines	Thetford Mines	--
2015	Q3	Sep	2015	T3	sept.	Alberta	Alberta	Edmonton	Edmonton	225
